locus_id,gene,product,EC_number,extremophile
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,truD,tRNA pseudouridine synthase D,5.4.99.27,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,dcd_2,Deoxycytidine triphosphate deaminase,3.5.4.13,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,petE_1,Plastocyanin precursor,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,thrB_1,Homoserine kinase,2.7.1.39,Halobacterium
NZ_CP038631.1,pcrB_1,Heptaprenylglyceryl phosphate synthase,2.5.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rnhA,14.7 kDa ribonuclease H-like protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ppa,Inorganic pyrophosphatase,3.6.1.1,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ftsZ_2,Cell division protein FtsZ,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yhdN_1,General stress protein 69,1.1.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,gpgS,Glucosyl-3-phosphoglycerate synthase,2.4.1.266,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,nudL,putative Nudix hydrolase NudL,,Halobacterium
NZ_CP038631.1,pds,15-cis-phytoene desaturase,1.3.5.5,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,soxA,Monomeric sarcosine oxidase,1.5.3.1,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rimO,Ribosomal protein S12 methylthiotransferase RimO,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rlmCD,23S rRNA (uracil-C(5))-methyltransferase RlmCD,2.1.1.189,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,gloB_1,Hydroxyacylglutathione hydrolase,3.1.2.6,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rebM,Demethylrebeccamycin-D-glucose O-methyltransferase,2.1.1.164,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,salL,Adenosyl-chloride synthase,2.5.1.94,Halobacterium
NZ_CP038631.1,,Bifunctional NMN adenylyltransferase/Nudix hydrolase,,Halobacterium
NZ_CP038631.1,lon2,Lon protease 2,3.4.21.53,Halobacterium
NZ_CP038631.1,ogt,Methylated-DNA--protein-cysteine methyltransferase,2.1.1.63,Halobacterium
NZ_CP038631.1,trpC,Indole-3-glycerol phosphate synthase,4.1.1.48,Halobacterium
NZ_CP038631.1,trpB,Tryptophan synthase beta chain,4.2.1.20,Halobacterium
NZ_CP038631.1,trpA,Tryptophan synthase alpha chain,4.2.1.20,Halobacterium
NZ_CP038631.1,griI,2-amino-4%2C5-dihydroxy-6-one-heptanoic acid-7-phosphate synthase,4.1.2.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,griH,3-amino-4-hydroxybenzoic acid synthase,4.1.99.20,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,aroD,3-dehydroquinate dehydratase,4.2.1.10,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,btuF_1,Vitamin B12-binding protein,,Halobacterium
NZ_CP038631.1,,Undecaprenyl-phosphate mannosyltransferase,2.4.1.54,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,hflK,Modulator of FtsH protease HflK,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,pyk,Pyruvate kinase,2.7.1.40,Halobacterium
NZ_CP038631.1,metG,Methionine--tRNA ligase,6.1.1.10,Halobacterium
NZ_CP038631.1,gadB,Glutamate decarboxylase,4.1.1.15,Halobacterium
NZ_CP038631.1,htpX,Protease HtpX,,Halobacterium
NZ_CP038631.1,ppsA,Phosphoenolpyruvate synthase,2.7.9.2,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yddE,putative isomerase YddE,5.1.-.-,Halobacterium
NZ_CP038631.1,hpt,Hypoxanthine-guanine phosphoribosyltransferase,2.4.2.8,Halobacterium
NZ_CP038631.1,mtnP,S-methyl-5'-thioadenosine phosphorylase,2.4.2.28,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,scpA_1,Segregation and condensation protein A,,Halobacterium
NZ_CP038631.1,smc_1,Chromosome partition protein Smc,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,gatB_1,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B,6.3.5.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,topA,DNA topoisomerase 1,5.99.1.2,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mcp2,Methyl-accepting chemotaxis protein 2,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,glpG,Rhomboid protease GlpG,3.4.21.105,Halobacterium
NZ_CP038631.1,nfi,Endonuclease V,3.1.21.7,Halobacterium
NZ_CP038631.1,fabG3,3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase,1.1.1.53,Halobacterium
NZ_CP038631.1,arsA_1,Arsenical pump-driving ATPase,3.6.3.16,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,pncC_1,Nicotinamide-nucleotide amidohydrolase PncC,3.5.1.42,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mmgC,Acyl-CoA dehydrogenase,1.3.99.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,secE,Protein translocase subunit SecE,,Halobacterium
NZ_CP038631.1,ftsZ_3,Cell division protein FtsZ,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yrbG_1,Inner membrane protein YrbG,,Halobacterium
NZ_CP038631.1,aroE,Shikimate dehydrogenase,1.1.1.25,Halobacterium
NZ_CP038631.1,rplU,50S ribosomal protein L21,,Halobacterium
NZ_CP038631.1,pabB,Aminodeoxychorismate synthase component 1,2.6.1.85,Halobacterium
NZ_CP038631.1,pabA_1,Aminodeoxychorismate/anthranilate synthase component 2,2.6.1.85,Halobacterium
NZ_CP038631.1,dat,D-alanine aminotransferase,2.6.1.21,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,glgC,Glucose-1-phosphate adenylyltransferase,2.7.7.27,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,pdg,Ultraviolet N-glycosylase/AP lyase,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,Ribonuclease,3.1.-.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,proS_1,Proline--tRNA ligase,6.1.1.15,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rffG,dTDP-glucose 4%2C6-dehydratase 2,4.2.1.46,Halobacterium
NZ_CP038631.1,egsA,Glycerol-1-phosphate dehydrogenase [NAD(P)+],1.1.1.261,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ptpA_1,Prolyl tripeptidyl peptidase precursor,3.4.14.12,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,folP_1,Dihydropteroate synthase,2.5.1.15,Halobacterium
NZ_CP038631.1,purH,Bifunctional purine biosynthesis protein PurH,,Halobacterium
NZ_CP038631.1,purB,Adenylosuccinate lyase,4.3.2.2,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,Epi-isozizaene 5-monooxygenase/(E)-beta-farnesene synthase,1.14.13.106,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,trmI,tRNA (adenine(58)-N(1))-methyltransferase TrmI,2.1.1.220,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,smvA,Methyl viologen resistance protein SmvA,,Halobacterium
NZ_CP038631.1,paaF,2%2C3-dehydroadipyl-CoA hydratase,4.2.1.17,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mutT4,Putative mutator protein MutT4,3.6.1.-,Halobacterium
NZ_CP038631.1,rpsJ_2,30S ribosomal protein S10,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,iaaH,Indole-3-acetyl-aspartic acid hydrolase,3.5.1.-,Halobacterium
NZ_CP038631.1,,Putative thiazole biosynthetic enzyme,5.3.1.29,Halobacterium
NZ_CP038631.1,,Ferredoxin,,Halobacterium
NZ_CP038631.1,blh_1,Beta-lactamase hydrolase-like protein,3.-.-.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rspA,Starvation-sensing protein RspA,,Halobacterium
NZ_CP038631.1,yagE,putative 2-keto-3-deoxy-galactonate aldolase YagE,4.1.2.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,tdh,L-threonine 3-dehydrogenase,1.1.1.103,Halobacterium
NZ_CP038631.1,pyrE_1,Orotate phosphoribosyltransferase,2.4.2.10,Halobacterium
NZ_CP038631.1,grxD,Glutaredoxin-4,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,pstB,Phosphate import ATP-binding protein PstB,3.6.3.27,Halobacterium
NZ_CP038631.1,pstA_2,Phosphate transport system permease protein PstA,,Halobacterium
NZ_CP038631.1,pstC_2,Phosphate transport system permease protein PstC,,Halobacterium
NZ_CP038631.1,pstS,Phosphate-binding protein PstS precursor,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,cysD,Sulfate adenylyltransferase subunit 2,2.7.7.4,Halobacterium
NZ_CP038631.1,asnS,Asparagine--tRNA ligase,6.1.1.22,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,drrA_1,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA,3.6.3.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yvgN,Glyoxal reductase,1.1.1.-,Halobacterium
NZ_CP038631.1,,Putative thiazole biosynthetic enzyme,5.3.1.29,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,drrA_2,Daunorubicin/doxorubicin resistance ATP-binding protein DrrA,3.6.3.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,korB_1,2-oxoglutarate oxidoreductase subunit KorB,1.2.-.-,Halobacterium
NZ_CP038631.1,korA_1,2-oxoglutarate oxidoreductase subunit KorA,1.2.-.-,Halobacterium
NZ_CP038631.1,hmp,3-ketosteroid-9-alpha-hydroxylase reductase subunit,1.17.1.-,Halobacterium
NZ_CP038631.1,rppH,RNA pyrophosphohydrolase,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,isfD,Sulfoacetaldehyde reductase,1.1.1.313,Halobacterium
NZ_CP038631.1,scpA_2,Methylmalonyl-CoA mutase,5.4.99.2,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,acs,Acetyl-coenzyme A synthetase,6.2.1.1,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ydaF_1,Putative ribosomal N-acetyltransferase YdaF,2.3.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,dnaJ_1,Chaperone protein DnaJ,,Halobacterium
NZ_CP038631.1,dnaK,Chaperone protein DnaK,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,grpE,Protein GrpE,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rsmF,Ribosomal RNA small subunit methyltransferase F,2.1.1.178,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yfmO,Multidrug efflux protein YfmO,,Halobacterium
NZ_CP038631.1,,Aspartate aminotransferase,2.6.1.1,Halobacterium
NZ_CP038631.1,ubiE_2,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,2.1.1.163,Halobacterium
NZ_CP038631.1,ychF_1,Ribosome-binding ATPase YchF,,Halobacterium
NZ_CP038631.1,tlyC,Hemolysin C,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ftsH_1,ATP-dependent zinc metalloprotease FtsH,3.4.24.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,sbcD,Nuclease SbcCD subunit D,,Halobacterium
NZ_CP038631.1,smc_2,Chromosome partition protein Smc,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,polB_1,DNA polymerase II,2.7.7.7,Halobacterium
NZ_CP038631.1,,putative oxidoreductase,1.-.-.-,Halobacterium
NZ_CP038631.1,yurY,Vegetative protein 296,,Halobacterium
NZ_CP038631.1,sufB_1,FeS cluster assembly protein SufB,,Halobacterium
NZ_CP038631.1,sufB_2,FeS cluster assembly protein SufB,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mntR_2,Transcriptional regulator MntR,,Halobacterium
NZ_CP038631.1,,tRNA-Gln(ttg),,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,rny,Ribonuclease Y,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ideR,Iron-dependent repressor IdeR,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,thrC_2,Threonine synthase,4.2.3.1,Halobacterium
NZ_CP038631.1,crtN_1,Dehydrosqualene desaturase,1.3.8.2,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,dnaJ_2,Chaperone protein DnaJ,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yugI,General stress protein 13,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,tRNA-Met(cat),,Halobacterium
NZ_CP038631.1,hchA,Molecular chaperone Hsp31 and glyoxalase 3,4.2.1.130,Halobacterium
NZ_CP038631.1,apt,Adenine phosphoribosyltransferase,2.4.2.7,Halobacterium
NZ_CP038631.1,mrpD_1,Na(+)/H(+) antiporter subunit D,,Halobacterium
NZ_CP038631.1,nuoL_1,NADH-quinone oxidoreductase subunit L,1.6.99.5,Halobacterium
NZ_CP038631.1,mrpD_2,Na(+)/H(+) antiporter subunit D,,Halobacterium
NZ_CP038631.1,mrpC,Na(+)/H(+) antiporter subunit C,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mnhA1,Na(+)/H(+) antiporter subunit A1,,Halobacterium
NZ_CP038631.1,mrpG,Na(+)/H(+) antiporter subunit G,,Halobacterium
NZ_CP038631.1,mrpF,Na(+)/H(+) antiporter subunit F,,Halobacterium
NZ_CP038631.1,mnhE1,Na(+)/H(+) antiporter subunit E1,,Halobacterium
NZ_CP038631.1,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,Pseudoazurin precursor,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ywaD_1,Aminopeptidase YwaD precursor,3.4.11.6,Halobacterium
NZ_CP038631.1,ppnK_1,putative inorganic polyphosphate/ATP-NAD kinase,2.7.1.23,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,petD,Cytochrome b6-f complex subunit 4,,Halobacterium
NZ_CP038631.1,petB,Cytochrome b6,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,petE_2,Plastocyanin precursor,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,nth,Endonuclease III,4.2.99.18,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mgtA,GDP-mannose-dependent alpha-mannosyltransferase,2.4.1.-,Halobacterium
NZ_CP038631.1,dgs,Processive diacylglycerol alpha-glucosyltransferase,2.4.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,Putative universal stress protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mccA,O-acetylserine dependent cystathionine beta-synthase,4.2.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,cyoE,Protoheme IX farnesyltransferase,2.5.1.-,Halobacterium
NZ_CP038631.1,,tRNA-Arg(tcg),,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,mcpB_1,Methyl-accepting chemotaxis protein McpB,,Halobacterium
NZ_CP038631.1,kch_1,Voltage-gated potassium channel Kch,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,sppA,Putative signal peptide peptidase SppA,3.4.21.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,Methylmalonyl-CoA carboxyltransferase 12S subunit,2.1.3.1,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,paaZ_1,Bifunctional protein PaaZ,,Halobacterium
NZ_CP038631.1,,Citrate lyase subunit beta-like protein,4.1.-.-,Halobacterium
NZ_CP038631.1,gdhA_2,Glutamate dehydrogenase,1.4.1.3,Halobacterium
NZ_CP038631.1,,Aspartate aminotransferase,2.6.1.1,Halobacterium
NZ_CP038631.1,ribH,6%2C7-dimethyl-8-ribityllumazine synthase,2.5.1.78,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,purK,N5-carboxyaminoimidazole ribonucleotide synthase,6.3.4.18,Halobacterium
NZ_CP038631.1,purE,N5-carboxyaminoimidazole ribonucleotide mutase,5.4.99.18,Halobacterium
NZ_CP038631.1,ndhC,NAD(P)H-quinone oxidoreductase subunit 3,1.6.5.-,Halobacterium
NZ_CP038631.1,nuoB,NADH-quinone oxidoreductase subunit B,1.6.99.5,Halobacterium
NZ_CP038631.1,nuoC,NADH-quinone oxidoreductase subunit C/D,1.6.99.5,Halobacterium
NZ_CP038631.1,nuoH,NADH-quinone oxidoreductase subunit H,1.6.99.5,Halobacterium
NZ_CP038631.1,nuoI,NADH-quinone oxidoreductase subunit I,1.6.99.5,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,nuoK,NADH-quinone oxidoreductase subunit K,1.6.99.5,Halobacterium
NZ_CP038631.1,nuoL_2,NADH-quinone oxidoreductase subunit L,1.6.99.5,Halobacterium
NZ_CP038631.1,ndhD1,NAD(P)H-quinone oxidoreductase chain 4 1,1.6.5.-,Halobacterium
NZ_CP038631.1,nuoN,NADH-quinone oxidoreductase subunit N,1.6.99.5,Halobacterium
NZ_CP038631.1,ppaC_1,putative manganese-dependent inorganic pyrophosphatase,3.6.1.1,Halobacterium
NZ_CP038631.1,,Magnesium transporter MgtE,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,scpA_3,Methylmalonyl-CoA mutase,5.4.99.2,Halobacterium
NZ_CP038631.1,ypeA_3,Acetyltransferase YpeA,2.3.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ctaD,Cytochrome c oxidase subunit 1,1.9.3.1,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,caaA,Cytochrome c oxidase polypeptide I+III,1.9.3.1,Halobacterium
NZ_CP038631.1,birA_1,Bifunctional ligase/repressor BirA,6.3.4.15,Halobacterium
NZ_CP038631.1,ctaC,Cytochrome c oxidase subunit 2 precursor,1.9.3.1,Halobacterium
NZ_CP038631.1,ctaB,Protoheme IX farnesyltransferase,2.5.1.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,ybhF_1,putative ABC transporter ATP-binding protein YbhF,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,scpA_4,Methylmalonyl-CoA mutase,5.4.99.2,Halobacterium
NZ_CP038631.1,,putative GTPase/MT1543,3.6.-.-,Halobacterium
NZ_CP038631.1,hsaD_1,4%2C5:9%2C10-diseco-3-hydroxy-5%2C9%2C17-trioxoandrosta-1(10)%2C2-diene-4-oate hydrolase,3.7.1.17,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,thlA,Acetyl-CoA acetyltransferase,2.3.1.9,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,acdA_2,Acyl-CoA dehydrogenase,1.3.99.-,Halobacterium
NZ_CP038631.1,crtB_1,All-trans-phytoene synthase,2.5.1.99,Halobacterium
NZ_CP038631.1,mmgB_1,putative 3-hydroxybutyryl-CoA dehydrogenase,1.1.1.157,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,lsrF,putative aldolase LsrF,4.1.2.-,Halobacterium
NZ_CP038631.1,fbp,Fructose-1%2C6-bisphosphatase class 1,3.1.3.11,Halobacterium
NZ_CP038631.1,yedK,Putative SOS response-associated peptidase YedK,3.4.-.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yxlF_1,putative ABC transporter ATP-binding protein YxlF,3.6.3.-,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,copA_1,Copper-exporting P-type ATPase A,3.6.3.54,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,yodB,HTH-type transcriptional regulator YodB,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,gloB_2,Hydroxyacylglutathione hydrolase,3.1.2.6,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
NZ_CP038631.1,,Putative O-methyltransferase/MSMEI_4947,2.1.1.-,Halobacterium
NZ_CP038631.1,thiC,Phosphomethylpyrimidine synthase,4.1.99.17,Halobacterium
NZ_CP038631.1,gchK_1,Globin-coupled histidine kinase,2.7.13.3,Halobacterium
NZ_CP038631.1,,hypothetical protein,,Halobacterium
